inventory_id,store_id,film_id,title,rental_rate,replacement_cost,category,rental_count,total_revenue,last_rental_date
2266,2,489,Juggler Hardly,0.99,14.99,Animation,2,1.98,2006-02-14
508,2,113,California Birds,4.99,19.99,Sports,2,13.98,2005-08-20
1328,2,293,Exorcist Sting,2.99,17.99,Sports,2,5.98,2005-08-18
4465,2,975,Willow Tracy,2.99,22.99,Family,2,5.98,2005-08-23
2554,1,560,Mars Roman,0.99,21.99,Games,2,4.98,2005-08-18
2325,2,505,Labyrinth League,2.99,24.99,Children,2,6.98,2005-08-22
1262,1,280,Empire Malkovich,0.99,26.99,Children,2,1.98,2005-08-20
4295,2,936,Vanishing Rocky,2.99,21.99,Music,2,10.98,2005-08-21
283,2,63,Bedazzled Married,0.99,21.99,Family,2,3.98,2005-08-21
1663,1,363,Go Purple,0.99,12.99,Music,2,3.98,2005-08-23
2303,2,500,Kiss Glory,4.99,11.99,Foreign,2,9.98,2005-08-19
2854,2,625,None Spiking,0.99,18.99,Sci-Fi,2,1.98,2005-08-19
1416,1,310,Fever Empire,4.99,20.99,Games,2,11.98,2005-08-18
1645,2,358,Gilmore Boiled,0.99,29.99,Classics,2,4.98,2005-08-18
2531,2,555,Mallrats United,0.99,25.99,Comedy,2,6.98,2005-08-19
4222,2,918,Twisted Pirates,4.99,23.99,Children,2,10.98,2005-08-19
1341,2,295,Expendable Stallion,0.99,14.99,Documentary,2,8.98,2005-08-23
4141,1,900,Town Ark,2.99,17.99,Foreign,2,5.98,2005-08-17
1325,1,293,Exorcist Sting,2.99,17.99,Sports,2,9.98,2005-08-21
3676,2,804,Sleeping Suspects,4.99,13.99,Horror,2,9.98,2005-08-18
4041,1,880,Telemark Heartbreakers,2.99,9.99,Animation,2,5.98,2005-08-19
1882,1,410,Heaven Freedom,2.99,19.99,Comedy,2,5.98,2005-08-23
2902,1,638,Operation Operation,2.99,23.99,Comedy,2,5.98,2006-02-14
817,1,178,Connection Microcosmos,0.99,25.99,Comedy,2,1.98,2006-02-14
4129,2,897,Torque Bound,4.99,27.99,Drama,2,21.98,2005-08-18
156,2,34,Arabia Dogma,0.99,29.99,Horror,2,4.98,2005-08-19
2473,1,542,Lust Lock,2.99,28.99,Action,2,9.98,2005-08-19
3218,1,707,Quest Mussolini,2.99,29.99,Action,2,7.98,2005-08-22
1430,1,313,Fidelity Devil,4.99,11.99,Horror,2,13.98,2005-08-21
2399,2,524,Lion Uncut,0.99,13.99,Comedy,2,3.98,2005-08-18
2083,2,451,Igby Maker,4.99,12.99,Travel,2,9.98,2006-02-14
3703,1,810,Slums Duck,0.99,21.99,Family,2,5.98,2005-08-17
2059,1,447,Ice Crossing,2.99,28.99,Games,2,5.98,2005-08-23
2595,2,570,Mermaid Insects,4.99,20.99,Sports,2,15.98,2005-08-21
54,1,11,Alamo Videotape,0.99,16.99,Foreign,2,1.98,2005-08-18
894,2,199,Cupboard Sinners,2.99,29.99,Documentary,2,7.98,2005-08-21
2775,2,609,Muscle Bright,2.99,23.99,Travel,2,7.98,2005-08-23
3482,2,763,Satisfaction Confidential,4.99,26.99,Sports,2,19.98,2005-08-18
137,1,27,Anonymous Human,0.99,12.99,Sports,2,3.98,2005-08-17
3458,2,758,Saints Bride,2.99,11.99,Drama,2,7.98,2005-08-22
1770,2,384,Grosse Wonderful,4.99,19.99,Music,2,14.98,2005-08-19
4400,1,962,Wasteland Divine,2.99,18.99,Classics,2,7.98,2005-08-20
2476,2,542,Lust Lock,2.99,28.99,Action,2,15.96,2006-02-14
1646,2,358,Gilmore Boiled,0.99,29.99,Classics,2,1.98,2005-08-22
2379,2,519,Liberty Magnificent,2.99,27.99,Sports,2,9.98,2005-08-23
1371,2,301,Family Sweet,0.99,24.99,Horror,2,3.98,2005-08-17
1088,2,242,Doom Dancing,0.99,13.99,Comedy,2,10.98,2005-08-22
4139,1,899,Towers Hurricane,0.99,14.99,Classics,2,1.98,2005-08-18
2966,2,650,Pacific Amistad,0.99,27.99,Documentary,2,4.98,2005-08-22
1384,1,304,Fargo Gandhi,2.99,28.99,Children,2,6.98,2005-08-22
1894,2,412,Heavyweights Beast,4.99,25.99,Documentary,2,11.98,2005-08-21
3400,2,745,Roses Treasure,4.99,23.99,Sports,2,9.98,2005-08-19
3789,2,829,Spinal Rocky,2.99,12.99,Family,2,5.98,2005-08-20
1280,1,283,Ending Crowds,0.99,10.99,New,2,4.98,2005-08-21
3283,2,723,Reign Gentlemen,2.99,29.99,Sci-Fi,2,5.98,2005-08-19
4118,2,895,Tomorrow Hustler,2.99,21.99,Classics,2,7.98,2005-08-23
3465,1,760,Samurai Lion,2.99,21.99,New,2,6.98,2005-08-21
4190,1,912,Trojan Tomorrow,2.99,9.99,Sci-Fi,2,5.98,2005-08-19
2689,2,590,Money Harold,2.99,17.99,New,2,7.98,2005-08-19
4253,2,924,Unforgiven Zoolander,0.99,15.99,Sci-Fi,2,3.98,2005-08-17
1052,2,234,Disturbing Scarface,2.99,27.99,Sci-Fi,2,5.98,2005-08-21
4311,2,939,Vertigo Northwest,2.99,17.99,Comedy,2,5.98,2005-08-17
714,2,156,Clerks Angels,4.99,15.99,Documentary,2,14.98,2005-08-21
3396,1,745,Roses Treasure,4.99,23.99,Sports,2,13.98,2005-08-19
3714,2,812,Smoking Barbarella,0.99,13.99,Documentary,2,1.98,2005-08-21
4013,2,873,Sweethearts Suspects,0.99,13.99,Children,2,5.98,2005-08-20
3847,2,842,State Wasteland,2.99,13.99,Games,2,13.98,2005-08-20
2070,2,449,Identity Lover,2.99,12.99,Sci-Fi,2,11.98,2005-08-21
381,1,84,Boiled Dares,4.99,13.99,Travel,2,9.98,2005-08-20
544,1,119,Caper Motions,0.99,22.99,Comedy,2,4.98,2005-08-23
2674,2,586,Mockingbird Hollywood,0.99,27.99,Action,2,6.98,2005-08-17
1079,2,240,Dolls Rage,2.99,10.99,Sci-Fi,2,6.98,2005-08-18
3180,1,698,Princess Giant,2.99,29.99,Documentary,2,15.98,2005-08-20
603,1,131,Center Dinosaur,4.99,12.99,Classics,2,17.98,2005-08-20
3278,2,722,Reef Salute,0.99,26.99,Horror,2,2.98,2005-08-20
2350,2,511,Lawrence Love,0.99,23.99,Action,2,2.98,2005-08-23
2560,1,561,Mask Peach,2.99,26.99,New,2,8.98,2005-08-21
1582,1,347,Games Bowfinger,4.99,17.99,Travel,2,9.98,2005-08-20
3414,1,748,Rugrats Shakespeare,0.99,16.99,Action,2,1.98,2005-08-22
2722,2,597,Moonwalker Fool,4.99,12.99,Games,2,13.98,2005-08-22
798,1,174,Confidential Interview,4.99,13.99,Music,2,11.98,2005-08-21
1747,1,380,Greek Everyone,2.99,11.99,Foreign,2,6.98,2005-08-19
1205,2,267,Eagles Panky,4.99,14.99,New,2,13.98,2005-08-21
1560,1,342,Fugitive Maguire,4.99,28.99,Travel,2,9.98,2005-08-23
4381,1,957,War Notting,4.99,26.99,Foreign,2,10.98,2005-08-20
4284,2,932,Valley Packer,0.99,21.99,Comedy,2,6.98,2005-08-20
3594,1,786,Shepherd Midsummer,0.99,14.99,Children,2,1.98,2005-08-19
781,2,170,Command Darling,4.99,28.99,Foreign,2,12.98,2005-08-19
1274,1,282,Encounters Curtain,0.99,20.99,Drama,2,5.98,2005-08-21
1249,1,276,Element Freddy,4.99,28.99,Comedy,2,10.98,2005-08-17
4071,2,887,Thief Pelican,4.99,28.99,Animation,2,9.98,2005-08-18
209,2,46,Autumn Crow,4.99,13.99,Games,2,14.98,2005-08-17
1276,2,282,Encounters Curtain,0.99,20.99,Drama,2,1.98,2005-08-22
2438,2,532,Loser Hustler,4.99,28.99,Sports,2,14.98,2005-08-17
3811,1,835,Spy Mile,2.99,13.99,Games,2,6.98,2005-08-22
3205,2,704,Pure Runner,2.99,25.99,Comedy,2,13.98,2005-08-18
254,1,57,Basic Easy,2.99,18.99,Travel,2,6.98,2005-08-23
926,1,206,Dancing Fever,0.99,25.99,Documentary,2,2.98,2005-08-18
175,1,39,Armageddon Lost,0.99,10.99,Sci-Fi,2,2.98,2005-08-19
3935,2,858,Submarine Bed,4.99,21.99,Comedy,2,9.98,2005-08-20
981,1,219,Deep Crusade,4.99,20.99,Documentary,2,9.98,2006-02-14
4002,2,871,Sweden Shining,4.99,19.99,Comedy,2,9.98,2005-08-20
4571,2,999,Zoolander Fiction,2.99,28.99,Children,2,12.98,2005-08-17
2824,1,620,Nemo Campus,2.99,23.99,Sci-Fi,2,5.98,2005-08-23
3181,1,698,Princess Giant,2.99,29.99,Documentary,2,6.99,2006-02-14
1633,2,356,Giant Troopers,2.99,10.99,Children,2,5.98,2005-08-22
472,2,103,Bucket Brotherhood,4.99,27.99,Travel,2,9.98,2005-08-19
827,1,181,Contact Anonymous,2.99,10.99,Travel,2,5.98,2005-08-18
859,2,189,Creatures Shakespeare,0.99,23.99,Games,2,8.98,2005-08-18
2336,2,507,Ladybugs Armageddon,0.99,13.99,Games,2,5.98,2005-08-22
2042,1,444,Hustler Party,4.99,22.99,Comedy,2,16.98,2005-08-20
2024,1,440,Hunger Roof,0.99,21.99,Foreign,2,2.98,2005-08-21
3821,1,836,Squad Fish,2.99,14.99,Sports,2,9.98,2005-08-20
3507,1,768,Scarface Bang,4.99,11.99,Children,2,11.98,2006-02-14
1771,2,384,Grosse Wonderful,4.99,19.99,Music,2,11.98,2005-08-21
2474,1,542,Lust Lock,2.99,28.99,Action,2,10.97,2006-02-14
3233,1,710,Rage Games,4.99,18.99,Family,2,9.98,2005-08-23
1004,1,225,Destination Jerk,0.99,19.99,Drama,2,6.98,2005-08-21
3510,2,768,Scarface Bang,4.99,11.99,Children,2,13.98,2005-08-21
4538,1,991,Worst Banger,2.99,26.99,Action,2,7.98,2005-08-17
3584,1,784,Shanghai Tycoon,2.99,20.99,Travel,2,5.98,2005-08-19
545,1,119,Caper Motions,0.99,22.99,Comedy,2,3.98,2005-08-23
525,2,115,Campus Remember,2.99,27.99,Action,2,9.98,2005-08-20
3097,2,680,Pinocchio Simon,4.99,21.99,Comedy,2,9.98,2005-08-20
250,1,56,Barefoot Manchurian,2.99,15.99,Action,2,5.98,2005-08-17
3840,2,841,Star Operation,2.99,9.99,Sports,2,12.98,2005-08-22
1840,1,400,Hardly Robbers,2.99,15.99,Documentary,2,7.98,2005-08-18
3867,1,846,Sting Personal,4.99,9.99,New,2,14.98,2005-08-19
4351,2,948,Voice Peach,0.99,22.99,New,2,3.98,2005-08-21
631,2,137,Charade Duffel,2.99,21.99,Sci-Fi,2,7.98,2005-08-17
2183,2,471,Island Exorcist,2.99,23.99,Classics,2,9.98,2005-08-20
464,2,102,Bubble Grosse,4.99,20.99,Sports,2,10.98,2006-02-14
3590,1,785,Shawshank Bubble,4.99,20.99,Travel,2,13.98,2005-08-23
3290,2,724,Remember Diary,2.99,15.99,Family,2,7.98,2005-08-17
4097,2,892,Titanic Boondock,4.99,18.99,Animation,2,9.98,2005-08-21
2713,2,595,Moon Bunch,0.99,20.99,Foreign,2,3.98,2005-08-19
1969,2,429,Honey Ties,0.99,29.99,Sports,2,5.98,2005-08-21
1971,2,429,Honey Ties,0.99,29.99,Sports,2,6.98,2005-08-20
1900,1,414,Hellfighters Sierra,2.99,23.99,Foreign,2,6.98,2005-08-22
2668,1,586,Mockingbird Hollywood,0.99,27.99,Action,2,1.98,2005-08-20
713,2,155,Cleopatra Devil,0.99,26.99,New,2,0.99,2006-02-14
4105,2,893,Titans Jerk,4.99,11.99,Sci-Fi,2,11.98,2005-08-21
1668,1,364,Godfather Diary,2.99,14.99,New,2,13.98,2005-08-22
4127,1,897,Torque Bound,4.99,27.99,Drama,2,9.98,2005-08-18
3190,2,700,Prix Undefeated,2.99,13.99,Family,2,5.98,2005-08-19
2293,1,498,Killer Innocent,2.99,11.99,Family,2,6.98,2005-08-18
3777,2,827,Spice Sorority,4.99,22.99,Drama,2,11.98,2005-08-18
900,1,200,Curtain Videotape,0.99,27.99,Games,2,1.98,2005-08-20
3167,1,696,Pride Alamo,0.99,20.99,Animation,2,1.98,2006-02-14
4016,1,875,Talented Homicide,0.99,9.99,Sports,2,4.98,2005-08-18
1353,2,298,Eyes Driving,2.99,13.99,Sci-Fi,2,8.98,2005-08-20
867,1,191,Crooked Frogmen,0.99,27.99,Children,2,1.98,2005-08-20
2126,2,460,Innocent Usual,4.99,26.99,Foreign,2,16.98,2005-08-19
64,2,12,Alaska Phantom,0.99,22.99,Music,2,1.98,2005-08-23
4058,2,884,Terminator Club,4.99,11.99,Music,2,13.98,2005-08-18
180,2,39,Armageddon Lost,0.99,10.99,Sci-Fi,2,7.98,2005-08-23
733,2,160,Club Graffiti,0.99,12.99,Animation,2,2.97,2006-02-14
4547,1,993,Wrong Behavior,2.99,10.99,Children,2,5.98,2005-08-20
3520,1,771,Scorpion Apollo,4.99,23.99,Drama,2,19.98,2005-08-21
4565,1,997,Youth Kick,0.99,14.99,Music,2,7.98,2005-08-18
2503,1,550,Maguire Apache,2.99,22.99,Family,2,7.98,2005-08-20
3300,2,726,Reservoir Adaptation,2.99,29.99,Foreign,2,5.98,2005-08-19
1078,2,240,Dolls Rage,2.99,10.99,Sci-Fi,2,7.98,2005-08-21
81,1,17,Alone Trip,0.99,14.99,Music,2,5.98,2006-02-14
3918,2,855,Streak Ridgemont,0.99,28.99,Documentary,2,1.98,2005-08-22
3872,2,846,Sting Personal,4.99,9.99,New,2,14.98,2005-08-19
2002,1,436,Hours Rage,0.99,14.99,New,2,9.98,2005-08-22
3674,1,804,Sleeping Suspects,4.99,13.99,Horror,2,9.98,2005-08-21
756,2,165,Coldblooded Darling,4.99,27.99,Sci-Fi,2,9.98,2005-08-20
1658,2,361,Gleaming Jawbreaker,2.99,25.99,Sports,2,9.97,2006-02-14
193,2,43,Atlantis Cause,2.99,15.99,Family,2,6.98,2005-08-19
969,1,216,Day Unfaithful,4.99,16.99,New,2,14.98,2005-08-19
2226,2,481,Jekyll Frogmen,2.99,22.99,New,2,7.98,2005-08-19
3334,2,733,River Outlaw,0.99,29.99,Sports,2,3.98,2005-08-23
1136,1,252,Dream Pickup,2.99,18.99,Action,2,10.98,2005-08-17
290,2,65,Behavior Runaway,4.99,20.99,Horror,2,16.98,2005-08-19
1155,1,255,Driving Polish,4.99,21.99,Music,2,12.98,2005-08-20
4070,1,887,Thief Pelican,4.99,28.99,Animation,2,13.98,2005-08-22
925,1,205,Dances None,0.99,22.99,Action,2,1.98,2006-02-14
4240,1,922,Undefeated Dalmations,4.99,22.99,Horror,2,9.98,2005-08-16
4196,1,913,Troopers Metal,0.99,20.99,New,2,11.98,2005-08-20
1593,2,349,Gangs Pride,2.99,27.99,Animation,2,11.98,2005-08-22
918,1,204,Dalmations Sweden,0.99,25.99,Drama,2,7.98,2005-08-21
2228,1,482,Jeopardy Encino,0.99,12.99,Classics,2,1.98,2005-08-20
2093,2,453,Image Princess,2.99,17.99,Sports,2,12.98,2005-08-23
3077,1,677,Pianist Outfield,0.99,25.99,New,2,1.98,2005-08-19
1612,2,352,Gathering Calendar,0.99,22.99,Games,2,2.98,2005-08-21
2378,2,518,Liaisons Sweet,4.99,15.99,Travel,2,9.98,2005-08-22
3292,1,725,Requiem Tycoon,4.99,25.99,Classics,2,10.98,2005-08-22
348,1,77,Birds Perdition,4.99,15.99,New,2,9.98,2005-08-20
4288,2,934,Vanilla Day,4.99,20.99,Games,2,9.98,2005-08-21
3978,1,867,Super Wyoming,4.99,10.99,Family,2,16.98,2005-08-20
3377,1,741,Roman Punk,0.99,28.99,Music,2,1.98,2005-08-17
974,1,218,Deceiver Betrayed,0.99,22.99,Drama,2,1.98,2005-08-22
3863,2,845,Stepmom Dream,4.99,9.99,Foreign,2,12.98,2005-08-19
311,2,69,Beverly Outlaw,2.99,21.99,Sci-Fi,2,5.98,2005-08-21
663,2,143,Chill Luck,0.99,17.99,Drama,2,1.98,2005-08-18
2043,2,444,Hustler Party,4.99,22.99,Comedy,2,17.98,2005-08-18
690,1,151,Cincinatti Whisperer,4.99,26.99,Sci-Fi,2,11.98,2005-08-21
3782,2,828,Spiking Element,2.99,12.99,Classics,2,5.98,2005-08-22
2239,1,484,Jerk Paycheck,2.99,13.99,Classics,2,16.98,2005-08-20
2130,2,461,Insects Stone,0.99,14.99,Animation,2,1.98,2005-08-18
3017,2,662,Paths Control,4.99,9.99,Drama,2,20.98,2005-08-23
3272,2,720,Redemption Comforts,2.99,20.99,New,2,5.98,2005-08-21
934,1,207,Dangerous Uptown,4.99,26.99,Foreign,2,9.98,2005-08-20
1545,2,338,Frisco Forrest,4.99,23.99,Sci-Fi,2,10.98,2006-02-14
2237,1,484,Jerk Paycheck,2.99,13.99,Classics,2,6.98,2005-08-17
1773,1,385,Groundhog Uncut,4.99,26.99,Comedy,2,13.98,2005-08-23
803,1,175,Confused Candles,2.99,27.99,Family,2,8.98,2005-08-19
2525,1,555,Mallrats United,0.99,25.99,Comedy,2,1.98,2005-08-22
4367,1,952,Wagon Jaws,2.99,17.99,Documentary,2,7.98,2005-08-21
2426,1,529,Lonely Elephant,2.99,12.99,Comedy,2,10.98,2005-08-21
2111,2,457,Independence Hotel,0.99,21.99,Documentary,2,3.98,2005-08-17
1775,2,385,Groundhog Uncut,4.99,26.99,Comedy,2,9.98,2006-02-14
9,2,2,Ace Goldfinger,4.99,12.99,Horror,2,9.98,2006-02-14
1059,2,235,Divide Monster,2.99,13.99,Sci-Fi,2,5.98,2005-08-18
3751,2,820,Sons Interview,2.99,11.99,Animation,2,10.98,2006-02-14
2952,1,648,Outlaw Hanky,4.99,17.99,Travel,2,9.98,2005-08-18
2103,2,456,Inch Jet,4.99,18.99,Animation,2,9.98,2005-08-23
3587,2,784,Shanghai Tycoon,2.99,20.99,Travel,2,5.98,2005-08-20
2411,2,526,Lock Rear,2.99,10.99,Travel,2,5.98,2005-08-17
2550,2,559,Married Go,2.99,22.99,Sci-Fi,2,5.98,2005-08-20
4414,1,965,Watership Frontier,0.99,28.99,Horror,2,5.98,2005-08-22
1023,1,229,Devil Desire,4.99,12.99,Action,2,10.98,2005-08-22
426,1,94,Braveheart Human,2.99,14.99,Family,2,7.98,2005-08-19
3887,2,849,Storm Happiness,0.99,28.99,Animation,2,4.98,2005-08-20
388,1,86,Boogie Amelie,4.99,11.99,Music,2,13.98,2005-08-17
3717,2,813,Smoochy Control,0.99,18.99,Sports,2,2.98,2005-08-18
876,1,193,Crossroads Casualties,2.99,20.99,Animation,2,11.98,2005-08-19
875,1,193,Crossroads Casualties,2.99,20.99,Animation,2,5.98,2005-08-20
1029,1,231,Dinosaur Secretary,2.99,27.99,Family,2,7.98,2005-08-19
2273,2,491,Jumping Wrath,0.99,18.99,Children,2,7.98,2005-08-19
4513,2,985,Wonderland Christmas,4.99,19.99,Sci-Fi,2,14.98,2005-08-22
3188,1,699,Private Drop,4.99,26.99,Games,2,11.98,2005-08-19
4119,2,895,Tomorrow Hustler,2.99,21.99,Classics,2,7.98,2005-08-21
1532,1,335,Freedom Cleopatra,0.99,23.99,Comedy,2,2.98,2005-08-21
2244,2,485,Jersey Sassy,4.99,16.99,Children,2,13.98,2005-08-18
4102,1,893,Titans Jerk,4.99,11.99,Sci-Fi,2,12.98,2005-08-21
2791,2,612,Mussolini Spoilers,2.99,10.99,Sports,2,5.98,2005-08-18
540,1,118,Canyon Stock,0.99,26.99,Animation,2,1.98,2005-08-18
3081,2,677,Pianist Outfield,0.99,25.99,New,2,3.98,2005-08-18
3339,2,734,Road Roxanne,4.99,12.99,Documentary,2,17.98,2005-08-18
1232,1,273,Effect Gladiator,0.99,14.99,Family,2,3.98,2005-08-21
4162,1,904,Train Bunch,4.99,26.99,Horror,2,9.98,2005-08-22
1072,1,239,Dogma Family,4.99,16.99,Animation,2,15.98,2005-08-19
1470,1,322,Flatliners Killer,2.99,29.99,Sports,2,8.98,2005-08-20
1576,1,346,Galaxy Sweethearts,4.99,13.99,Classics,2,13.98,2005-08-19
1448,1,317,Fireball Philadelphia,0.99,25.99,Comedy,2,4.98,2005-08-21
1566,1,344,Fury Murder,0.99,28.99,Children,2,9.98,2005-08-19
2731,1,599,Mother Oleander,0.99,20.99,Sports,2,14.98,2005-08-17
321,1,72,Bill Others,2.99,12.99,Documentary,2,5.98,2005-08-23
3513,2,769,School Jacket,4.99,21.99,Foreign,2,14.98,2005-08-21
3199,2,702,Pulp Beverly,2.99,12.99,Horror,2,8.98,2005-08-18
1883,1,410,Heaven Freedom,2.99,19.99,Comedy,2,5.98,2005-08-22
160,1,35,Arachnophobia Rollercoaster,2.99,24.99,Horror,2,6.98,2005-08-22
2297,1,500,Kiss Glory,4.99,11.99,Foreign,2,9.98,2005-08-17
3280,1,723,Reign Gentlemen,2.99,29.99,Sci-Fi,2,10.98,2005-08-23
1762,2,382,Grit Clockwork,0.99,21.99,Games,2,1.98,2005-08-19
3753,2,821,Sorority Queen,0.99,17.99,Foreign,2,3.98,2005-08-19
1876,1,409,Heartbreakers Bright,4.99,9.99,Children,2,13.98,2005-08-18
2206,2,477,Jawbreaker Brooklyn,0.99,15.99,Music,2,1.98,2005-08-17
2545,2,558,Mannequin Worst,2.99,18.99,New,2,11.98,2005-08-22
4053,1,882,Tenenbaums Command,0.99,24.99,Drama,2,1.98,2005-08-18
3408,2,747,Roxanne Rebel,0.99,9.99,Games,2,1.98,2005-08-22
2309,1,502,Knock Warlock,2.99,21.99,Comedy,2,7.98,2005-08-19
1132,1,251,Dragonfly Strangers,4.99,19.99,New,2,9.98,2006-02-14
199,2,44,Attacks Hate,4.99,21.99,Sci-Fi,2,14.98,2005-08-18
2956,2,648,Outlaw Hanky,4.99,17.99,Travel,2,11.98,2005-08-19
2946,1,647,Outfield Massacre,0.99,18.99,Music,2,3.98,2006-02-14
3478,2,762,Sassy Packer,0.99,29.99,Games,2,1.98,2005-08-21
1844,1,402,Harper Dying,0.99,15.99,Animation,2,10.98,2005-08-18
1390,1,305,Fatal Haunted,2.99,24.99,New,2,5.98,2005-08-19
2532,1,556,Maltese Hope,4.99,26.99,Games,2,12.98,2005-08-19
2332,1,506,Lady Stage,4.99,14.99,Horror,2,19.98,2005-08-21
1563,1,343,Full Flatliners,2.99,14.99,Children,2,7.98,2005-08-20
2623,2,575,Midsummer Groundhog,4.99,27.99,Documentary,2,16.98,2005-08-21
281,1,63,Bedazzled Married,0.99,21.99,Family,2,1.98,2005-08-23
704,1,154,Clash Freddy,2.99,12.99,Animation,2,5.98,2005-08-19
3581,1,783,Shane Darkness,2.99,22.99,Travel,2,10.98,2005-08-21
613,1,133,Chamber Italian,4.99,14.99,Music,2,9.98,2005-08-17
3014,1,662,Paths Control,4.99,9.99,Drama,2,15.98,2005-08-23
3227,1,709,Racer Egg,2.99,19.99,Drama,2,5.98,2005-08-20
4197,1,913,Troopers Metal,0.99,20.99,New,2,7.98,2005-08-16
2696,1,592,Monster Spartacus,2.99,28.99,Music,2,5.98,2005-08-22
3763,2,823,South Wait,2.99,21.99,Action,2,10.98,2006-02-14
649,1,141,Chicago North,4.99,11.99,Games,2,12.98,2005-08-21
1743,2,379,Greedy Roots,0.99,14.99,Drama,2,1.98,2005-08-17
2365,2,514,Lebowski Soldiers,2.99,17.99,Drama,2,5.98,2005-08-17
4501,2,982,Women Dorado,0.99,23.99,Action,2,6.98,2005-08-19
2163,2,467,Intrigue Worst,0.99,10.99,Foreign,2,3.98,2005-08-18
2640,1,579,Minds Truman,4.99,22.99,Action,2,17.98,2005-08-21
2177,1,470,Ishtar Rocketeer,4.99,24.99,Animation,2,15.98,2005-08-20
1301,1,287,Entrapment Satisfaction,0.99,19.99,Action,2,5.98,2005-08-19
4475,1,978,Wisdom Worker,0.99,12.99,Comedy,2,10.98,2005-08-17
4130,2,897,Torque Bound,4.99,27.99,Drama,2,12.97,2006-02-14
2360,1,514,Lebowski Soldiers,2.99,17.99,Drama,2,5.98,2005-08-18
4335,1,945,Virginian Pluto,0.99,22.99,Documentary,2,6.98,2005-08-19
317,2,71,Bilko Anonymous,4.99,25.99,Family,2,14.98,2005-08-17
1912,1,416,Highball Potter,0.99,10.99,Foreign,2,3.98,2005-08-20
1051,1,234,Disturbing Scarface,2.99,27.99,Sci-Fi,2,5.98,2005-08-22
1419,1,311,Fiction Christmas,0.99,14.99,Foreign,2,5.98,2005-08-22
475,2,104,Bugsy Song,2.99,17.99,Foreign,2,12.98,2005-08-21
1559,1,342,Fugitive Maguire,4.99,28.99,Travel,2,9.98,2005-08-21
2321,1,504,Kwai Homeward,0.99,25.99,Drama,2,4.98,2005-08-17
1504,2,329,Forrest Sons,2.99,15.99,Action,2,10.98,2005-08-21
801,2,174,Confidential Interview,4.99,13.99,Music,2,13.98,2005-08-23
3554,1,777,Secretary Rouge,4.99,10.99,Sports,2,9.98,2005-08-22
2901,1,638,Operation Operation,2.99,23.99,Comedy,2,6.98,2005-08-20
3808,2,834,Spoilers Hellfighters,0.99,26.99,Documentary,2,2.98,2005-08-23
477,1,105,Bull Shawshank,0.99,21.99,Action,2,2.98,2005-08-21
1082,1,241,Donnie Alley,0.99,20.99,Animation,2,6.98,2005-08-20
4321,2,941,Videotape Arsenic,4.99,10.99,Games,2,11.98,2005-08-22
1673,2,365,Gold River,4.99,21.99,Comedy,2,13.98,2005-08-17
939,1,208,Dares Pluto,2.99,16.99,Animation,2,6.98,2005-08-18
3822,2,837,Stage World,2.99,19.99,Comedy,2,9.98,2005-08-20
3601,1,787,Shining Roses,0.99,12.99,Travel,2,8.98,2005-08-18
2027,1,441,Hunter Alter,2.99,21.99,Documentary,2,6.98,2005-08-23
3994,1,870,Swarm Gold,0.99,12.99,Horror,2,4.98,2005-08-20
335,1,74,Birch Antitrust,4.99,18.99,Music,2,10.98,2005-08-22
700,1,153,Citizen Shrek,0.99,18.99,Sci-Fi,2,3.98,2005-08-20
3145,2,690,Pond Seattle,2.99,25.99,Animation,2,6.98,2005-08-20
2370,2,516,Legend Jedi,0.99,18.99,Music,2,4.98,2005-08-19
4239,1,922,Undefeated Dalmations,4.99,22.99,Horror,2,9.98,2005-08-23
1120,2,248,Dozen Lion,4.99,20.99,Documentary,2,9.98,2005-08-22
3457,2,758,Saints Bride,2.99,11.99,Drama,2,6.98,2005-08-17
866,2,190,Creepers Kane,4.99,23.99,Classics,2,9.98,2005-08-22
1161,2,256,Drop Waterfront,4.99,20.99,Sports,2,9.98,2005-08-21
862,2,189,Creatures Shakespeare,0.99,23.99,Games,2,4.98,2005-08-21
4340,2,945,Virginian Pluto,0.99,22.99,Documentary,2,5.98,2005-08-19
4031,2,878,Teen Apollo,4.99,25.99,Travel,2,10.98,2005-08-21
1587,2,348,Gandhi Kwai,0.99,9.99,Family,2,2.98,2005-08-22
973,2,216,Day Unfaithful,4.99,16.99,New,2,14.98,2006-02-14
437,1,97,Bride Intrigue,0.99,24.99,Action,2,1.98,2005-08-21
127,1,25,Angels Life,2.99,15.99,New,2,15.98,2005-08-18
1125,2,249,Dracula Crystal,0.99,26.99,Classics,2,1.98,2005-08-18
455,2,100,Brooklyn Desert,4.99,21.99,Foreign,2,11.98,2005-08-22
3296,2,725,Requiem Tycoon,4.99,25.99,Classics,2,10.98,2005-08-19
904,2,200,Curtain Videotape,0.99,27.99,Games,2,4.98,2005-08-18
3287,1,724,Remember Diary,2.99,15.99,Family,2,5.98,2005-08-22
2733,2,599,Mother Oleander,0.99,20.99,Sports,2,7.98,2005-08-23
2563,1,562,Masked Bubble,0.99,12.99,Music,2,1.98,2005-08-19
4157,2,902,Trading Pinocchio,4.99,22.99,Sports,2,10.98,2005-08-20
1128,2,250,Dragon Squad,0.99,26.99,Action,2,2.98,2005-08-23
48,1,10,Aladdin Calendar,4.99,24.99,Sports,2,9.98,2005-08-21
