film_id,title,category,total_copies,total_rentals,total_revenue,avg_rental_rate,turnover_rate
737,Rock Instinct,Horror,6,17,48.830000000000005,0.9899999999999999,2.83
643,Orient Closer,Drama,6,17,80.83,2.99,2.83
512,League Hellfighters,Classics,6,17,105.83,4.99,2.83
481,Jekyll Frogmen,New,6,17,78.84,2.99,2.83
506,Lady Stage,Horror,6,17,113.84,4.99,2.83
611,Musketeers Wait,Classics,6,17,82.85,4.99,2.83
536,Lovely Jingle,Classics,5,14,62.870000000000005,2.99,2.8
599,Mother Oleander,Sports,5,14,63.870000000000005,0.99,2.8
381,Grinch Massage,Games,5,14,76.86,4.99,2.8
620,Nemo Campus,Sci-Fi,5,14,59.86,2.99,2.8
173,Confessions Maguire,Drama,5,14,70.87,4.99,2.8
216,Day Unfaithful,New,5,14,93.88,4.99,2.8
894,Tomatoes Hellfighters,Travel,5,14,19.86,0.99,2.8
453,Image Princess,Sports,5,14,76.86,2.99,2.8
478,Jaws Harry,Comedy,5,14,59.870000000000005,2.99,2.8
549,Magnolia Forrester,Action,4,11,34.89,0.99,2.75
342,Fugitive Maguire,Travel,4,11,56.89,4.99,2.75
886,Theory Mermaid,Animation,4,11,30.880000000000003,0.99,2.75
722,Reef Salute,Horror,4,11,23.89,0.99,2.75
352,Gathering Calendar,Games,4,11,19.900000000000002,0.99,2.75
444,Hustler Party,Comedy,8,22,190.78,4.99,2.75
250,Dragon Squad,Action,4,11,27.89,0.99,2.75
92,Bowfinger Gables,Horror,4,11,56.89,4.99,2.75
888,Thin Sagebrush,Documentary,4,11,73.89,4.99,2.75
337,Frida Slipper,Foreign,4,11,40.900000000000006,2.99,2.75
500,Kiss Glory,Foreign,8,22,126.79,4.99,2.75
918,Twisted Pirates,Children,4,11,66.89,4.99,2.75
729,Rider Caddyshack,Sports,4,11,48.89,2.99,2.75
115,Campus Remember,Action,7,19,81.83,2.9899999999999998,2.71
311,Fiction Christmas,Foreign,7,19,58.81,0.99,2.71
163,Clyde Theory,New,3,8,23.92,0.9899999999999999,2.67
170,Command Darling,Foreign,6,16,107.84,4.99,2.67
674,Pet Haunting,Foreign,3,8,26.92,0.9899999999999999,2.67
923,Unfaithful Kill,Drama,3,8,26.92,2.99,2.67
392,Hall Cassidy,Children,6,16,98.84,4.99,2.67
458,Indian Love,Family,6,16,46.85,0.9899999999999999,2.67
752,Runner Madigan,Music,3,8,14.920000000000002,0.9899999999999999,2.67
136,Chaplin License,New,3,8,23.92,2.99,2.67
124,Casper Dragonfly,Children,3,8,45.93,4.99,2.67
146,Chitty Lock,Drama,3,8,28.92,2.99,2.67
787,Shining Roses,Travel,3,8,22.92,0.9899999999999999,2.67
189,Creatures Shakespeare,Games,6,16,56.84,0.9899999999999999,2.67
758,Saints Bride,Drama,3,8,31.92,2.99,2.67
384,Grosse Wonderful,Music,3,8,46.92,4.99,2.67
371,Gosford Donnie,Action,3,8,48.92,4.99,2.67
364,Godfather Diary,New,3,8,37.92,2.99,2.67
351,Gaslight Crusade,Horror,6,16,62.84,2.99,2.67
606,Mummy Creatures,Sports,6,16,55.85,0.9899999999999999,2.67
431,Hoosiers Birdcage,Foreign,3,8,41.92,2.99,2.67
225,Destination Jerk,Drama,3,8,31.92,0.9899999999999999,2.67
846,Sting Personal,New,8,21,149.8,4.99,2.62
193,Crossroads Casualties,Animation,8,21,74.80000000000001,2.99,2.62
69,Beverly Outlaw,Sci-Fi,8,21,115.79,2.99,2.62
511,Lawrence Love,Action,5,13,15.870000000000001,0.99,2.6
293,Exorcist Sting,Sports,5,13,49.88,2.99,2.6
917,Tuxedo Mile,Sports,5,13,76.87,2.99,2.6
829,Spinal Rocky,Family,5,13,39.870000000000005,2.99,2.6
699,Private Drop,Games,2,5,26.950000000000003,4.99,2.5
781,Seven Swarm,Games,2,5,30.95,4.99,2.5
820,Sons Interview,Animation,6,15,75.85000000000001,2.99,2.5
107,Bunch Minds,Drama,2,5,25.950000000000003,2.99,2.5
180,Conspiracy Spirit,Classics,2,5,16.950000000000003,2.99,2.5
94,Braveheart Human,Family,2,5,16.950000000000003,2.99,2.5
231,Dinosaur Secretary,Family,8,20,67.81,2.99,2.5
662,Paths Control,Drama,4,10,81.9,4.99,2.5
459,Informer Double,Foreign,2,5,27.950000000000003,4.99,2.5
441,Hunter Alter,Documentary,2,5,24.95,2.99,2.5
362,Glory Tracy,Games,2,5,14.950000000000001,2.99,2.5
903,Traffic Hobbit,Travel,2,5,24.950000000000003,4.99,2.5
343,Full Flatliners,Children,2,5,16.950000000000003,2.99,2.5
558,Mannequin Worst,New,2,5,23.950000000000003,2.99,2.5
655,Panther Reds,Sci-Fi,6,15,83.86,4.99,2.5
350,Garden Island,Sci-Fi,8,20,134.82,4.99,2.5
310,Fever Empire,Games,2,5,33.95,4.99,2.5
276,Element Freddy,Comedy,4,10,56.9,4.99,2.5
612,Mussolini Spoilers,Sports,2,5,15.950000000000001,2.99,2.5
335,Freedom Cleopatra,Comedy,2,5,5.95,0.99,2.5
542,Lust Lock,Action,6,15,74.82000000000001,2.99,2.5
464,Intentions Empire,Animation,7,17,78.83,2.9899999999999998,2.43
957,War Notting,Foreign,5,12,65.88,4.99,2.4
9,Alabama Devil,Horror,5,12,71.88,2.99,2.4
2,Ace Goldfinger,Horror,3,7,52.93,4.99,2.33
836,Squad Fish,Sports,3,7,27.93,2.99,2.33
648,Outlaw Hanky,Travel,6,14,73.86,4.99,2.33
913,Troopers Metal,New,6,14,46.86,0.9899999999999999,2.33
784,Shanghai Tycoon,Travel,6,14,43.86,2.99,2.33
214,Daughter Madigan,Children,4,9,69.91,4.99,2.25
13,Ali Forever,Horror,4,9,54.910000000000004,4.99,2.25
824,Spartacus Cheaper,Family,4,9,60.91,4.99,2.25
357,Gilbert Pelican,Classics,4,9,17.91,0.99,2.25
74,Birch Antitrust,Music,5,11,74.89,4.99,2.2
884,Terminator Club,Music,3,6,39.94,4.99,2.0
584,Mixed Doors,Foreign,2,4,15.96,2.99,2.0
904,Train Bunch,Horror,2,4,24.96,4.99,2.0
485,Jersey Sassy,Children,3,6,39.94,4.99,2.0
939,Vertigo Northwest,Comedy,4,8,37.92,2.99,2.0
400,Hardly Robbers,Documentary,2,4,15.96,2.99,2.0
